Species,Block,Latitude,Longitude,AddressAccuracy,Id,Year,Week,Day,Station,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
2,11,41.702724,-87.536497,5,1739,2007,32,232,2,87,74,81,72,74,0,16,0.09,29.18,29.81,1.5,4,6.4
2,11,41.702724,-87.536497,5,1740,2007,32,232,2,87,74,81,72,74,0,16,0.09,29.18,29.81,1.5,4,6.4
2,11,41.702724,-87.536497,5,1741,2007,32,232,2,87,74,81,72,74,0,16,0.09,29.18,29.81,1.5,4,6.4
3,11,41.702724,-87.536497,5,1742,2007,32,232,2,87,74,81,72,74,0,16,0.09,29.18,29.81,1.5,4,6.4
1,11,41.702724,-87.536497,5,1743,2007,32,232,2,87,74,81,72,74,0,16,0.09,29.18,29.81,1.5,4,6.4
1,11,41.702724,-87.536497,5,1744,2007,32,232,2,87,74,81,72,74,0,16,0.09,29.18,29.81,1.5,4,6.4
1,11,41.702724,-87.536497,5,1745,2007,32,232,2,87,74,81,72,74,0,16,0.09,29.18,29.81,1.5,4,6.4
2,61,41.923738,-87.785288,9,1746,2007,32,233,2,85,73,79,71,73,0,14,0.46,29.19,29.82,3.1,27,6.3
3,61,41.923738,-87.785288,9,1747,2007,32,233,2,85,73,79,71,73,0,14,0.46,29.19,29.82,3.1,27,6.3
1,61,41.923738,-87.785288,9,1748,2007,32,233,2,85,73,79,71,73,0,14,0.46,29.19,29.82,3.1,27,6.3
1,10,41.726465,-87.585413,5,1749,2007,32,233,2,85,73,79,71,73,0,14,0.46,29.19,29.82,3.1,27,6.3
2,13,41.678618,-87.559308,5,1750,2007,32,233,2,85,73,79,71,73,0,14,0.46,29.19,29.82,3.1,27,6.3
2,13,41.678618,-87.559308,5,1751,2007,32,233,2,85,73,79,71,73,0,14,0.46,29.19,29.82,3.1,27,6.3
2,13,41.678618,-87.559308,5,1752,2007,32,233,2,85,73,79,71,73,0,14,0.46,29.19,29.82,3.1,27,6.3
2,13,41.678618,-87.559308,5,1753,2007,32,233,2,85,73,79,71,73,0,14,0.46,29.19,29.82,3.1,27,6.3
1,13,41.678618,-87.559308,5,1754,2007,32,233,2,85,73,79,71,73,0,14,0.46,29.19,29.82,3.1,27,6.3
1,13,41.678618,-87.559308,5,1755,2007,32,233,2,85,73,79,71,73,0,14,0.46,29.19,29.82,3.1,27,6.3
1,13,41.678618,-87.559308,5,1756,2007,32,233,2,85,73,79,71,73,0,14,0.46,29.19,29.82,3.1,27,6.3
6,13,41.678618,-87.559308,5,1757,2007,32,233,2,85,73,79,71,73,0,14,0.46,29.19,29.82,3.1,27,6.3
6,13,41.678618,-87.559308,5,1758,2007,32,233,2,85,73,79,71,73,0,14,0.46,29.19,29.82,3.1,27,6.3
2,13,41.737052,-87.543067,5,1759,2007,32,233,2,85,73,79,71,73,0,14,0.46,29.19,29.82,3.1,27,6.3
1,13,41.737052,-87.543067,5,1760,2007,32,233,2,85,73,79,71,73,0,14,0.46,29.19,29.82,3.1,27,6.3
2,13,41.740641,-87.546587,5,1761,2007,32,233,2,85,73,79,71,73,0,14,0.46,29.19,29.82,3.1,27,6.3
3,13,41.740641,-87.546587,5,1762,2007,32,233,2,85,73,79,71,73,0,14,0.46,29.19,29.82,3.1,27,6.3
1,13,41.740641,-87.546587,5,1763,2007,32,233,2,85,73,79,71,73,0,14,0.46,29.19,29.82,3.1,27,6.3
2,37,41.680946,-87.535198,8,1764,2007,32,233,2,85,73,79,71,73,0,14,0.46,29.19,29.82,3.1,27,6.3
2,37,41.680946,-87.535198,8,1765,2007,32,233,2,85,73,79,71,73,0,14,0.46,29.19,29.82,3.1,27,6.3
1,37,41.680946,-87.535198,8,1766,2007,32,233,2,85,73,79,71,73,0,14,0.46,29.19,29.82,3.1,27,6.3
6,37,41.680946,-87.535198,8,1767,2007,32,233,2,85,73,79,71,73,0,14,0.46,29.19,29.82,3.1,27,6.3
2,38,41.686398,-87.531635,8,1768,2007,32,233,2,85,73,79,71,73,0,14,0.46,29.19,29.82,3.1,27,6.3
1,38,41.686398,-87.531635,8,1769,2007,32,233,2,85,73,79,71,73,0,14,0.46,29.19,29.82,3.1,27,6.3
4,38,41.686398,-87.531635,8,1770,2007,32,233,2,85,73,79,71,73,0,14,0.46,29.19,29.82,3.1,27,6.3
6,38,41.686398,-87.531635,8,1771,2007,32,233,2,85,73,79,71,73,0,14,0.46,29.19,29.82,3.1,27,6.3
2,41,41.95469,-87.800991,9,1772,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
3,41,41.95469,-87.800991,9,1773,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,41,41.95469,-87.800991,9,1774,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,41,41.95469,-87.800991,9,1775,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,62,41.994991,-87.769279,9,1776,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,79,41.974089,-87.824812,8,1777,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
3,79,41.974089,-87.824812,8,1778,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,79,41.974089,-87.824812,8,1779,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,15,41.9216,-87.666455,8,1780,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,15,41.9216,-87.666455,8,1781,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,15,41.9216,-87.666455,8,1782,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,15,41.9216,-87.666455,8,1783,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,15,41.9216,-87.666455,8,1784,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,25,41.891118,-87.654491,8,1785,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,25,41.891118,-87.654491,8,1786,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,11,41.867108,-87.654224,8,1787,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
3,11,41.867108,-87.654224,8,1788,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,11,41.867108,-87.654224,8,1789,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,11,41.896282,-87.655232,8,1790,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
3,11,41.896282,-87.655232,8,1791,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,11,41.896282,-87.655232,8,1792,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,21,41.919343,-87.694259,8,1793,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,21,41.919343,-87.694259,8,1794,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,22,41.921965,-87.632085,8,1795,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,22,41.921965,-87.632085,8,1796,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,22,41.688324,-87.676709,8,1797,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,22,41.688324,-87.676709,8,1798,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,22,41.688324,-87.676709,8,1799,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,22,41.688324,-87.676709,8,1800,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,22,41.688324,-87.676709,8,1801,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
3,22,41.688324,-87.676709,8,1802,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
3,22,41.688324,-87.676709,8,1803,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,22,41.688324,-87.676709,8,1804,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,22,41.688324,-87.676709,8,1805,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,22,41.688324,-87.676709,8,1806,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,22,41.688324,-87.676709,8,1807,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
6,22,41.688324,-87.676709,8,1808,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,11,41.862292,-87.64886,8,1809,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,11,41.862292,-87.64886,8,1810,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,17,41.720848,-87.666014,9,1811,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,17,41.720848,-87.666014,9,1812,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,22,41.731922,-87.677512,8,1813,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
3,22,41.731922,-87.677512,8,1814,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,22,41.731922,-87.677512,8,1815,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,53,41.891126,-87.61156,5,1816,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
3,53,41.891126,-87.61156,5,1817,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,65,41.999129,-87.795585,8,1818,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,65,41.999129,-87.795585,8,1819,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
3,65,41.999129,-87.795585,8,1820,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,65,41.999129,-87.795585,8,1821,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,75,42.01743,-87.687769,8,1822,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,75,42.01743,-87.687769,8,1823,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,15,41.907645,-87.760886,8,1824,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,15,41.907645,-87.760886,8,1825,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,15,41.907645,-87.760886,8,1826,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,89,41.732984,-87.649642,8,1827,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
3,89,41.732984,-87.649642,8,1828,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,89,41.732984,-87.649642,8,1829,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,89,41.732984,-87.649642,8,1830,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,91,41.981964,-87.812827,8,1831,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,91,41.981964,-87.812827,8,1832,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,36,41.944869,-87.832763,8,1833,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,36,41.944869,-87.832763,8,1834,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,72,42.011601,-87.811506,8,1835,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,72,42.011601,-87.811506,8,1836,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,72,42.011601,-87.811506,8,1837,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,72,42.011601,-87.811506,8,1838,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,72,42.011601,-87.811506,8,1839,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,38,41.94983,-87.698457,9,1840,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,38,41.94983,-87.698457,9,1841,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,49,41.979243,-87.750938,9,1842,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,49,41.979243,-87.750938,9,1843,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,58,41.986921,-87.689778,9,1844,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,58,41.986921,-87.689778,9,1845,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,50,41.801498,-87.763416,9,1846,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,50,41.801498,-87.763416,9,1847,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,14,41.906638,-87.701431,9,1848,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,14,41.906638,-87.701431,9,1849,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,14,41.906638,-87.701431,9,1850,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,10,41.723195,-87.64997,5,1851,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,10,41.723195,-87.64997,5,1852,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,11,41.868077,-87.666901,9,1853,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
3,11,41.868077,-87.666901,9,1854,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,11,41.868077,-87.666901,9,1855,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,11,41.869216,-87.627561,8,1856,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,11,41.869216,-87.627561,8,1857,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,42,41.662014,-87.724608,8,1858,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
3,42,41.662014,-87.724608,8,1859,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,42,41.662014,-87.724608,8,1860,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,42,41.662014,-87.724608,8,1861,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,42,41.662014,-87.724608,8,1862,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,42,41.662014,-87.724608,8,1863,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,53,41.961743,-87.76007,9,1864,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,53,41.961743,-87.76007,9,1865,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,40,41.953067,-87.776792,8,1866,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,40,41.953067,-87.776792,8,1867,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,43,41.878114,-87.629798,3,1868,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,43,41.878114,-87.629798,3,1869,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,28,41.932094,-87.700117,8,1870,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,28,41.932094,-87.700117,8,1871,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,15,41.994469,-87.667736,8,1872,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,15,41.994469,-87.667736,8,1873,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,18,42.006858,-87.675919,9,1874,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,70,41.916265,-87.800515,8,1875,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,70,41.916265,-87.800515,8,1876,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
3,70,41.916265,-87.800515,8,1877,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,70,41.916265,-87.800515,8,1878,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,25,41.846075,-87.716277,9,1879,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,25,41.846075,-87.716277,9,1880,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,21,41.918705,-87.752329,8,1881,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
3,21,41.918705,-87.752329,8,1882,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,21,41.918705,-87.752329,8,1883,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,35,41.682587,-87.707973,9,1884,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,35,41.682587,-87.707973,9,1885,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
3,35,41.682587,-87.707973,9,1886,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,35,41.682587,-87.707973,9,1887,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,35,41.682587,-87.707973,9,1888,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,93,41.725517,-87.614258,8,1889,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,93,41.725517,-87.614258,8,1890,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,37,41.948167,-87.730698,8,1891,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,37,41.948167,-87.730698,8,1892,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,45,41.963976,-87.69181,9,1893,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,45,41.963976,-87.69181,9,1894,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,40,41.953705,-87.733974,8,1895,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,40,41.953705,-87.733974,8,1896,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,46,41.964242,-87.757639,8,1897,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
3,46,41.964242,-87.757639,8,1898,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,46,41.964242,-87.757639,8,1899,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,46,41.964242,-87.757639,8,1900,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,60,41.990284,-87.797127,8,1901,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,60,41.990284,-87.797127,8,1902,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,70,42.008314,-87.777921,9,1903,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,70,42.008314,-87.777921,9,1904,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,61,41.991429,-87.747113,8,1905,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,61,41.991429,-87.747113,8,1906,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,27,41.843811,-87.686763,9,1907,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,27,41.843811,-87.686763,9,1908,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
6,27,41.843811,-87.686763,9,1909,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,68,41.921177,-87.79518,8,1910,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,68,41.921177,-87.79518,8,1911,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,30,41.857402,-87.694991,8,1912,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,30,41.857402,-87.694991,8,1913,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,11,41.868142,-87.696269,9,1914,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,11,41.868142,-87.696269,9,1915,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,25,41.846283,-87.656913,9,1916,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,25,41.846283,-87.656913,9,1917,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,10,41.721474,-87.648064,8,1918,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,10,41.721474,-87.648064,8,1919,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,10,41.869107,-87.696293,9,1920,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
3,10,41.869107,-87.696293,9,1921,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,10,41.869107,-87.696293,9,1922,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,96,41.719059,-87.675088,9,1923,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,96,41.719059,-87.675088,9,1924,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,18,41.966987,-87.674677,8,1925,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,18,41.966987,-87.674677,8,1926,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,61,41.923738,-87.785288,9,1927,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
3,61,41.923738,-87.785288,9,1928,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,61,41.923738,-87.785288,9,1929,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
6,61,41.923738,-87.785288,9,1930,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,64,41.970248,-87.787992,8,1931,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,64,41.970248,-87.787992,8,1932,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,12,42.010412,-87.66214,8,1933,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,12,42.010412,-87.66214,8,1934,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,10,41.89923,-87.716788,9,1935,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,10,41.89923,-87.716788,9,1936,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,20,41.692555,-87.598865,8,1937,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,20,41.692555,-87.598865,8,1938,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,33,41.94016,-87.794896,9,1939,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,33,41.94016,-87.794896,9,1940,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,33,41.94016,-87.794896,9,1941,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,33,41.94016,-87.794896,9,1942,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,11,41.903002,-87.688267,8,1943,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,11,41.903002,-87.688267,8,1944,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,60,41.942114,-87.776385,8,1945,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,60,41.942114,-87.776385,8,1946,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,60,41.960616,-87.777189,9,1947,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
1,60,41.960616,-87.777189,9,1948,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,33,41.883284,-87.705085,8,1949,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
2,33,41.704336,-87.703736,8,1950,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
3,33,41.704336,-87.703736,8,1951,2007,33,246,2,81,72,77,69,71,0,12,0.83,29.23,29.87,4.9,6,7.1
